+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                      ;
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                  ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; inst16|inst4|inst3                                                                                                                                                         ; 65    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst4                                                                                                                                                               ; 43    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst6|Convert_INT_Float_altfp_convert_vpm_component|cmpr4|auto_generated                                                                                      ; 16    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst6|Convert_INT_Float_altfp_convert_vpm_component|add_sub3|auto_generated                                                                                   ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst6|Convert_INT_Float_altfp_convert_vpm_component|add_sub1|auto_generated                                                                                   ; 18    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst6|Convert_INT_Float_altfp_convert_vpm_component|altpriority_encoder2|altpriority_encoder7|altpriority_encoder15|altpriority_encoder13                     ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst6|Convert_INT_Float_altfp_convert_vpm_component|altpriority_encoder2|altpriority_encoder7|altpriority_encoder15|altpriority_encoder12                     ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst6|Convert_INT_Float_altfp_convert_vpm_component|altpriority_encoder2|altpriority_encoder7|altpriority_encoder15                                           ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst6|Convert_INT_Float_altfp_convert_vpm_component|altpriority_encoder2|altpriority_encoder7|altpriority_encoder14|altpriority_encoder13                     ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst6|Convert_INT_Float_altfp_convert_vpm_component|altpriority_encoder2|altpriority_encoder7|altpriority_encoder14|altpriority_encoder12                     ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst6|Convert_INT_Float_altfp_convert_vpm_component|altpriority_encoder2|altpriority_encoder7|altpriority_encoder14                                           ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst6|Convert_INT_Float_altfp_convert_vpm_component|altpriority_encoder2|altpriority_encoder7                                                                 ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst6|Convert_INT_Float_altfp_convert_vpm_component|altpriority_encoder2|altpriority_encoder6|altpriority_encoder9|altpriority_encoder13                      ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst6|Convert_INT_Float_altfp_convert_vpm_component|altpriority_encoder2|altpriority_encoder6|altpriority_encoder9|altpriority_encoder12                      ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst6|Convert_INT_Float_altfp_convert_vpm_component|altpriority_encoder2|altpriority_encoder6|altpriority_encoder9                                            ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst6|Convert_INT_Float_altfp_convert_vpm_component|altpriority_encoder2|altpriority_encoder6|altpriority_encoder8|altpriority_encoder11                      ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst6|Convert_INT_Float_altfp_convert_vpm_component|altpriority_encoder2|altpriority_encoder6|altpriority_encoder8|altpriority_encoder10                      ; 2     ; 0              ; 1            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst6|Convert_INT_Float_altfp_convert_vpm_component|altpriority_encoder2|altpriority_encoder6|altpriority_encoder8                                            ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst6|Convert_INT_Float_altfp_convert_vpm_component|altpriority_encoder2|altpriority_encoder6                                                                 ; 8     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst6|Convert_INT_Float_altfp_convert_vpm_component|altpriority_encoder2                                                                                      ; 16    ; 7              ; 0            ; 7              ; 4      ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst6|Convert_INT_Float_altfp_convert_vpm_component|altbarrel_shift5                                                                                          ; 17    ; 5              ; 0            ; 5              ; 10     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst6|Convert_INT_Float_altfp_convert_vpm_component                                                                                                           ; 11    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst6                                                                                                                                                         ; 11    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst10|INT31BtoFloat_altfp_convert_7qm_component|cmpr4|auto_generated                                                                                         ; 16    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst10|INT31BtoFloat_altfp_convert_7qm_component|add_sub8|auto_generated                                                                                      ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst10|INT31BtoFloat_altfp_convert_7qm_component|add_sub7|auto_generated                                                                                      ; 24    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst10|INT31BtoFloat_altfp_convert_7qm_component|add_sub6|auto_generated                                                                                      ; 24    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst10|INT31BtoFloat_altfp_convert_7qm_component|add_sub3|auto_generated                                                                                      ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst10|INT31BtoFloat_altfp_convert_7qm_component|add_sub1|auto_generated                                                                                      ; 62    ; 0              ; 0            ; 0              ; 31     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst10|INT31BtoFloat_altfp_convert_7qm_component|altpriority_encoder2|altpriority_encoder9|altpriority_encoder18|altpriority_encoder14|altpriority_encoder16  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst10|INT31BtoFloat_altfp_convert_7qm_component|altpriority_encoder2|altpriority_encoder9|altpriority_encoder18|altpriority_encoder14|altpriority_encoder15  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst10|INT31BtoFloat_altfp_convert_7qm_component|altpriority_encoder2|altpriority_encoder9|altpriority_encoder18|altpriority_encoder14                        ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst10|INT31BtoFloat_altfp_convert_7qm_component|altpriority_encoder2|altpriority_encoder9|altpriority_encoder18|altpriority_encoder13|altpriority_encoder16  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst10|INT31BtoFloat_altfp_convert_7qm_component|altpriority_encoder2|altpriority_encoder9|altpriority_encoder18|altpriority_encoder13|altpriority_encoder15  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst10|INT31BtoFloat_altfp_convert_7qm_component|altpriority_encoder2|altpriority_encoder9|altpriority_encoder18|altpriority_encoder13                        ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst10|INT31BtoFloat_altfp_convert_7qm_component|altpriority_encoder2|altpriority_encoder9|altpriority_encoder18                                              ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst10|INT31BtoFloat_altfp_convert_7qm_component|altpriority_encoder2|altpriority_encoder9|altpriority_encoder17|altpriority_encoder20|altpriority_encoder16  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst10|INT31BtoFloat_altfp_convert_7qm_component|altpriority_encoder2|altpriority_encoder9|altpriority_encoder17|altpriority_encoder20|altpriority_encoder15  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst10|INT31BtoFloat_altfp_convert_7qm_component|altpriority_encoder2|altpriority_encoder9|altpriority_encoder17|altpriority_encoder20                        ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst10|INT31BtoFloat_altfp_convert_7qm_component|altpriority_encoder2|altpriority_encoder9|altpriority_encoder17|altpriority_encoder19|altpriority_encoder22  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst10|INT31BtoFloat_altfp_convert_7qm_component|altpriority_encoder2|altpriority_encoder9|altpriority_encoder17|altpriority_encoder19|altpriority_encoder21  ; 2     ; 0              ; 1            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst10|INT31BtoFloat_altfp_convert_7qm_component|altpriority_encoder2|altpriority_encoder9|altpriority_encoder17|altpriority_encoder19                        ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst10|INT31BtoFloat_altfp_convert_7qm_component|altpriority_encoder2|altpriority_encoder9|altpriority_encoder17                                              ; 8     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst10|INT31BtoFloat_altfp_convert_7qm_component|altpriority_encoder2|altpriority_encoder9                                                                    ; 16    ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst10|INT31BtoFloat_altfp_convert_7qm_component|altpriority_encoder2|altpriority_encoder10|altpriority_encoder12|altpriority_encoder14|altpriority_encoder16 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst10|INT31BtoFloat_altfp_convert_7qm_component|altpriority_encoder2|altpriority_encoder10|altpriority_encoder12|altpriority_encoder14|altpriority_encoder15 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst10|INT31BtoFloat_altfp_convert_7qm_component|altpriority_encoder2|altpriority_encoder10|altpriority_encoder12|altpriority_encoder14                       ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst10|INT31BtoFloat_altfp_convert_7qm_component|altpriority_encoder2|altpriority_encoder10|altpriority_encoder12|altpriority_encoder13|altpriority_encoder16 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst10|INT31BtoFloat_altfp_convert_7qm_component|altpriority_encoder2|altpriority_encoder10|altpriority_encoder12|altpriority_encoder13|altpriority_encoder15 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst10|INT31BtoFloat_altfp_convert_7qm_component|altpriority_encoder2|altpriority_encoder10|altpriority_encoder12|altpriority_encoder13                       ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst10|INT31BtoFloat_altfp_convert_7qm_component|altpriority_encoder2|altpriority_encoder10|altpriority_encoder12                                             ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst10|INT31BtoFloat_altfp_convert_7qm_component|altpriority_encoder2|altpriority_encoder10|altpriority_encoder11|altpriority_encoder14|altpriority_encoder16 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst10|INT31BtoFloat_altfp_convert_7qm_component|altpriority_encoder2|altpriority_encoder10|altpriority_encoder11|altpriority_encoder14|altpriority_encoder15 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst10|INT31BtoFloat_altfp_convert_7qm_component|altpriority_encoder2|altpriority_encoder10|altpriority_encoder11|altpriority_encoder14                       ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst10|INT31BtoFloat_altfp_convert_7qm_component|altpriority_encoder2|altpriority_encoder10|altpriority_encoder11|altpriority_encoder13|altpriority_encoder16 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst10|INT31BtoFloat_altfp_convert_7qm_component|altpriority_encoder2|altpriority_encoder10|altpriority_encoder11|altpriority_encoder13|altpriority_encoder15 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst10|INT31BtoFloat_altfp_convert_7qm_component|altpriority_encoder2|altpriority_encoder10|altpriority_encoder11|altpriority_encoder13                       ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst10|INT31BtoFloat_altfp_convert_7qm_component|altpriority_encoder2|altpriority_encoder10|altpriority_encoder11                                             ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst10|INT31BtoFloat_altfp_convert_7qm_component|altpriority_encoder2|altpriority_encoder10                                                                   ; 16    ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst10|INT31BtoFloat_altfp_convert_7qm_component|altpriority_encoder2                                                                                         ; 32    ; 1              ; 0            ; 1              ; 5      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst10|INT31BtoFloat_altfp_convert_7qm_component|altbarrel_shift5                                                                                             ; 40    ; 4              ; 0            ; 4              ; 32     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst10|INT31BtoFloat_altfp_convert_7qm_component                                                                                                              ; 33    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst10                                                                                                                                                        ; 33    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst|Subtrator_altfp_add_sub_oui_component|trailing_zeros_limit_comparator|auto_generated                                                                     ; 12    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst|Subtrator_altfp_add_sub_oui_component|man_res_rounding_add_sub_upper1|auto_generated                                                                     ; 27    ; 0              ; 13           ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst|Subtrator_altfp_add_sub_oui_component|man_res_rounding_add_sub_lower|auto_generated                                                                      ; 26    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst|Subtrator_altfp_add_sub_oui_component|man_add_sub_upper1|auto_generated                                                                                  ; 33    ; 0              ; 2            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst|Subtrator_altfp_add_sub_oui_component|man_add_sub_upper0|auto_generated                                                                                  ; 33    ; 0              ; 2            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst|Subtrator_altfp_add_sub_oui_component|man_add_sub_lower|auto_generated                                                                                   ; 33    ; 0              ; 2            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst|Subtrator_altfp_add_sub_oui_component|man_2comp_res_upper1|auto_generated                                                                                ; 33    ; 0              ; 2            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst|Subtrator_altfp_add_sub_oui_component|man_2comp_res_upper0|auto_generated                                                                                ; 33    ; 0              ; 2            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst|Subtrator_altfp_add_sub_oui_component|man_2comp_res_lower|auto_generated                                                                                 ; 33    ; 0              ; 2            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst|Subtrator_altfp_add_sub_oui_component|add_sub6|auto_generated                                                                                            ; 18    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst|Subtrator_altfp_add_sub_oui_component|add_sub5|auto_generated                                                                                            ; 21    ; 0              ; 2            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst|Subtrator_altfp_add_sub_oui_component|add_sub4|auto_generated                                                                                            ; 18    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst|Subtrator_altfp_add_sub_oui_component|add_sub3|auto_generated                                                                                            ; 12    ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst|Subtrator_altfp_add_sub_oui_component|add_sub2|auto_generated                                                                                            ; 18    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst|Subtrator_altfp_add_sub_oui_component|add_sub1|auto_generated                                                                                            ; 18    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst|Subtrator_altfp_add_sub_oui_component|trailing_zeros_cnt|altpriority_encoder22|altpriority_encoder30|altpriority_encoder32|altpriority_encoder34         ; 2     ; 0              ; 1            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst|Subtrator_altfp_add_sub_oui_component|trailing_zeros_cnt|altpriority_encoder22|altpriority_encoder30|altpriority_encoder32|altpriority_encoder33         ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst|Subtrator_altfp_add_sub_oui_component|trailing_zeros_cnt|altpriority_encoder22|altpriority_encoder30|altpriority_encoder32                               ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst|Subtrator_altfp_add_sub_oui_component|trailing_zeros_cnt|altpriority_encoder22|altpriority_encoder30|altpriority_encoder31|altpriority_encoder28         ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst|Subtrator_altfp_add_sub_oui_component|trailing_zeros_cnt|altpriority_encoder22|altpriority_encoder30|altpriority_encoder31|altpriority_encoder27         ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst|Subtrator_altfp_add_sub_oui_component|trailing_zeros_cnt|altpriority_encoder22|altpriority_encoder30|altpriority_encoder31                               ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst|Subtrator_altfp_add_sub_oui_component|trailing_zeros_cnt|altpriority_encoder22|altpriority_encoder30                                                     ; 8     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst|Subtrator_altfp_add_sub_oui_component|trailing_zeros_cnt|altpriority_encoder22|altpriority_encoder29|altpriority_encoder26|altpriority_encoder28         ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst|Subtrator_altfp_add_sub_oui_component|trailing_zeros_cnt|altpriority_encoder22|altpriority_encoder29|altpriority_encoder26|altpriority_encoder27         ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst|Subtrator_altfp_add_sub_oui_component|trailing_zeros_cnt|altpriority_encoder22|altpriority_encoder29|altpriority_encoder26                               ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst|Subtrator_altfp_add_sub_oui_component|trailing_zeros_cnt|altpriority_encoder22|altpriority_encoder29|altpriority_encoder25|altpriority_encoder28         ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst|Subtrator_altfp_add_sub_oui_component|trailing_zeros_cnt|altpriority_encoder22|altpriority_encoder29|altpriority_encoder25|altpriority_encoder27         ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst|Subtrator_altfp_add_sub_oui_component|trailing_zeros_cnt|altpriority_encoder22|altpriority_encoder29|altpriority_encoder25                               ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst|Subtrator_altfp_add_sub_oui_component|trailing_zeros_cnt|altpriority_encoder22|altpriority_encoder29                                                     ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst|Subtrator_altfp_add_sub_oui_component|trailing_zeros_cnt|altpriority_encoder22                                                                           ; 16    ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst|Subtrator_altfp_add_sub_oui_component|trailing_zeros_cnt|altpriority_encoder21|altpriority_encoder24|altpriority_encoder26|altpriority_encoder28         ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst|Subtrator_altfp_add_sub_oui_component|trailing_zeros_cnt|altpriority_encoder21|altpriority_encoder24|altpriority_encoder26|altpriority_encoder27         ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst|Subtrator_altfp_add_sub_oui_component|trailing_zeros_cnt|altpriority_encoder21|altpriority_encoder24|altpriority_encoder26                               ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst|Subtrator_altfp_add_sub_oui_component|trailing_zeros_cnt|altpriority_encoder21|altpriority_encoder24|altpriority_encoder25|altpriority_encoder28         ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst|Subtrator_altfp_add_sub_oui_component|trailing_zeros_cnt|altpriority_encoder21|altpriority_encoder24|altpriority_encoder25|altpriority_encoder27         ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst|Subtrator_altfp_add_sub_oui_component|trailing_zeros_cnt|altpriority_encoder21|altpriority_encoder24|altpriority_encoder25                               ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst3|inst|Subtrator_altfp_add_sub_oui_component|trailing_zeros_cnt|altpriority_encoder21|altpriority_encoder24                                                     ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
